dimension_name,dimension
"Household total, gross Income from Employment in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:EARNS
"Household total, gross Income from Employment in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:EARNS_INYR
"Household total, gross Income from Self-Employment in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:SEINC
"Household total, gross Income from Self-Employment in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:SEINC_INYR
"Household Income from Disability Benefits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:DISBEN
"Household Income from Disability Benefits in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:DISBEN_INYR
"Household Income from other benefits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:OTHBEN
"Household Income from other benefits in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:OTHBEN_INYR
"Household Income from State Pension, Income Support and Pension Credit in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:RPINC
"Household Income from State Pension, Income Support and Pension Credit in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:RPINC_INYR
"Household Income from Tax Credits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:TXCRED
"Household Income from Tax Credits in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:TXCRED_INYR
"Household Income from Universal Credit in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:UC
"Household Income from Universal Credit in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:UC_INYR
"Household total, gross Income from Investments in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:INV
"Household total, gross Income from Investments in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:INV_INYR
"Household total, gross Income from non-state pensions in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:PENINC
"Household total, gross Income from non-state pensions in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:PENINC_INYR
"Household total, gross Income from other sources in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSCH:V_F_FRSCH:OTH_SOURCE
"Household total, gross Income from other sources in year prices (weekly, in nominal terms)",str:measure:FRSCH:V_F_FRSCH:OTH_SOURCE_INYR
Financial Year,str:field:FRSCH:V_F_FRSCH:YEAR
Country of the Household in the United Kingdom,str:field:FRSCH:V_F_FRSCH:COUNTRY
Great Britain location of the Household,str:field:FRSCH:V_F_FRSCH:GB
Government office region of the Household in the United Kingdom,str:field:FRSCH:V_F_FRSCH:REGION
London location of the Household,str:field:FRSCH:V_F_FRSCH:LONDON
Age band of the Child,str:field:FRSCH:V_F_FRSCH:AGEBAND
Gender of the Child,str:field:FRSCH:V_F_FRSCH:SEX
"Main source of Household's total, gross Income",str:field:FRSCH:V_F_FRSCH:MAIN_SOURCE_INC
Tenure type of the Household,str:field:FRSCH:V_F_FRSCH:TENURE
