dimension_name,dimension
Quarter,str:field:DLA_In_Payment_New:F_DLA_QTR_New:DATE_NAME
National - Regional - LA - OAs,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:COA_CODE
National - Regional - LA - Ward,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:WARD_CODE
Westminster Parliamentary Constituencies,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:PARLC_CODE
Scottish Parliamentary Constituencies,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:SPC_CODE
Age (bands and single year),str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CNAGE
Care Award Type,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CAREPAY
Mobility Award Type,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CCMOBPAY
Client Type,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CCCLIENT
Duration of Current Claim,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CTDURTN
Gender,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:CCSEX
Main Disabling Condition,str:field:DLA_In_Payment_New:V_F_DLA_In_Payment_New:DISABLED
