date,geography_code,geography_name,variable_name,value
2021,E06000047,County Durham,Number of households,239995
2021,E06000047,County Durham,Number of households in fuel poverty,35210
2021,E06000047,County Durham,Proportion of households fuel poor (%),14.671138982062127
2021,E06000005,Darlington,Number of households,50028
2021,E06000005,Darlington,Number of households in fuel poverty,7255
2021,E06000005,Darlington,Proportion of households fuel poor (%),14.501878947789237
2021,E06000001,Hartlepool,Number of households,41885
2021,E06000001,Hartlepool,Number of households in fuel poverty,5993
2021,E06000001,Hartlepool,Proportion of households fuel poor (%),14.308224901516056
2021,E06000002,Middlesbrough,Number of households,61626
2021,E06000002,Middlesbrough,Number of households in fuel poverty,10244
2021,E06000002,Middlesbrough,Proportion of households fuel poor (%),16.62285399019894
2021,E06000057,Northumberland,Number of households,150253
2021,E06000057,Northumberland,Number of households in fuel poverty,20676
2021,E06000057,Northumberland,Proportion of households fuel poor (%),13.76079013397403
2021,E06000003,Redcar and Cleveland,Number of households,63059
2021,E06000003,Redcar and Cleveland,Number of households in fuel poverty,9300
2021,E06000003,Redcar and Cleveland,Proportion of households fuel poor (%),14.748093055709733
2021,E06000004,Stockton-on-Tees,Number of households,85685
2021,E06000004,Stockton-on-Tees,Number of households in fuel poverty,10424
2021,E06000004,Stockton-on-Tees,Proportion of households fuel poor (%),12.165489875707532
2021,E08000037,Gateshead,Number of households,91088
2021,E08000037,Gateshead,Number of households in fuel poverty,12157
2021,E08000037,Gateshead,Proportion of households fuel poor (%),13.346434217460038
2021,E08000021,Newcastle upon Tyne,Number of households,125609
2021,E08000021,Newcastle upon Tyne,Number of households in fuel poverty,19128
2021,E08000021,Newcastle upon Tyne,Proportion of households fuel poor (%),15.22820816979675
2021,E08000022,North Tyneside,Number of households,98369
2021,E08000022,North Tyneside,Number of households in fuel poverty,11405
2021,E08000022,North Tyneside,Proportion of households fuel poor (%),11.594099767203083
2021,E08000023,South Tyneside,Number of households,69876
2021,E08000023,South Tyneside,Number of households in fuel poverty,9690
2021,E08000023,South Tyneside,Proportion of households fuel poor (%),13.867422290915336
2021,E08000024,Sunderland,Number of households,125023
2021,E08000024,Sunderland,Number of households in fuel poverty,17269
2021,E08000024,Sunderland,Proportion of households fuel poor (%),13.812658470841367
2021,E06000008,Blackburn with Darwen,Number of households,60004
