,Month,geography_code,value,variable_name
0,2018-04,E12000001,230391.0,HB_claimants
1,2018-05,E12000001,229414.0,HB_claimants
2,2018-06,E12000001,226168.0,HB_claimants
3,2018-07,E12000001,224052.0,HB_claimants
4,2018-08,E12000001,221335.0,HB_claimants
5,2018-09,E12000001,216943.0,HB_claimants
6,2018-10,E12000001,213701.0,HB_claimants
7,2018-11,E12000001,210519.0,HB_claimants
8,2018-12,E12000001,206608.0,HB_claimants
9,2019-01,E12000001,204703.0,HB_claimants
10,2019-02,E12000001,199713.0,HB_claimants
11,2019-03,E12000001,195804.0,HB_claimants
12,2019-04,E12000001,193431.0,HB_claimants
13,2019-05,E12000001,190785.0,HB_claimants
14,2019-06,E12000001,186541.0,HB_claimants
15,2019-07,E12000001,183943.0,HB_claimants
16,2019-08,E12000001,181467.0,HB_claimants
17,2019-09,E12000001,178741.0,HB_claimants
18,2019-10,E12000001,176634.0,HB_claimants
19,2019-11,E12000001,173812.0,HB_claimants
20,2019-12,E12000001,171899.0,HB_claimants
21,2020-01,E12000001,170937.0,HB_claimants
22,2020-02,E12000001,168308.0,HB_claimants
23,2020-03,E12000001,166246.0,HB_claimants
24,2020-04,E12000001,164801.0,HB_claimants
25,2020-05,E12000001,162733.0,HB_claimants
26,2020-06,E12000001,161458.0,HB_claimants
27,2020-07,E12000001,160312.0,HB_claimants
28,2020-08,E12000001,158421.0,HB_claimants
29,2020-09,E12000001,157106.0,HB_claimants
30,2020-10,E12000001,155629.0,HB_claimants
31,2020-11,E12000001,153983.0,HB_claimants
32,2020-12,E12000001,152839.0,HB_claimants
33,2021-01,E12000001,151626.0,HB_claimants
34,2021-02,E12000001,150438.0,HB_claimants
35,2021-03,E12000001,148817.0,HB_claimants
36,2021-04,E12000001,148197.0,HB_claimants
37,2021-05,E12000001,146308.0,HB_claimants
38,2021-06,E12000001,145308.0,HB_claimants
39,2021-07,E12000001,144221.0,HB_claimants
40,2021-08,E12000001,142431.0,HB_claimants
41,2021-09,E12000001,141426.0,HB_claimants
42,2021-10,E12000001,139712.0,HB_claimants
43,2021-11,E12000001,138657.0,HB_claimants
44,2021-12,E12000001,137560.0,HB_claimants
45,2022-01,E12000001,136475.0,HB_claimants
46,2022-02,E12000001,135389.0,HB_claimants
47,2022-03,E12000001,134385.0,HB_claimants
48,2022-04,E12000001,133058.0,HB_claimants
49,2022-05,E12000001,132649.0,HB_claimants
50,2022-06,E12000001,132250.0,HB_claimants
51,2022-07,E12000001,130772.0,HB_claimants
52,2022-08,E12000001,129833.0,HB_claimants
53,2022-09,E12000001,129184.0,HB_claimants
54,2022-10,E12000001,127922.0,HB_claimants
55,2022-11,E12000001,127232.0,HB_claimants
56,2022-12,E12000001,126590.0,HB_claimants
57,2023-01,E12000001,125848.0,HB_claimants
58,2023-02,E12000001,125003.0,HB_claimants
177,2018-04,E12000002,498210.0,HB_claimants
178,2018-05,E12000002,497212.0,HB_claimants
