dimension_name,dimension
"Adult total, annual, net Income received from Employment in latest prices (CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_EMP_INC
"Adult total, annual, net Income received from Employment in year prices (in nominal terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_EMP_INC_INYR
"Adult total, annual, net Income received from Self Employment in latest prices (CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_SE_INC
"Adult total, annual, net Income received from Self Employment in year prices (in nominal terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_SE_INC_INYR
"Adult total, net Income received from all sources in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:NET_AMT
"Adult total, net Income received from all sources in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:NET_AMT_INYR
"Adult total, annual, net Income received from all sources in latest prices (CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_INC
"Adult total, annual, net Income received from all sources in year prices (in nominal terms)",str:measure:FRSAD:V_F_FRSAD:NET_ANN_INC_INYR
"Household Income from Disability Benefits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:DISBEN
"Household Income from Disability Benefits in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:DISBEN_INYR
"Household Income from other benefits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:OTHBEN
"Household Income from other benefits in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:OTHBEN_INYR
"Household Income from State Pension, Income Support and Pension Credit in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:RPINC
"Household Income from State Pension, Income Support and Pension Credit in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:RPINC_INYR
"Household Income from Tax Credits in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:TXCRED
"Household Income from Tax Credits in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:TXCRED_INYR
"Household Income from Universal Credit in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:UC
"Household Income from Universal Credit in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:UC_INYR
"Household total, gross Income from Employment in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:EARNS
"Household total, gross Income from Employment in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:EARNS_INYR
"Household total, gross Income from Self-Employment in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:SEINC
"Household total, gross Income from Self-Employment in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:SEINC_INYR
"Household total, gross Income from Investments in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:INV
"Household total, gross Income from Investments in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:INV_INYR
"Household total, gross Income from non-state pensions in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:PENINC
"Household total, gross Income from non-state pensions in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:PENINC_INYR
"Household total, gross Income from other sources in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:OTH_SOURCE
"Household total, gross Income from other sources in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:OTH_SOURCE_INYR
"Household total, gross Income from all sources in latest prices (weekly, CPI adjusted real terms)",str:measure:FRSAD:V_F_FRSAD:INC
"Household total, gross Income from all sources in year prices (weekly, in nominal terms)",str:measure:FRSAD:V_F_FRSAD:INC_INYR
Financial Year,str:field:FRSAD:V_F_FRSAD:YEAR
Country of the Household in the United Kingdom,str:field:FRSAD:V_F_FRSAD:COUNTRY
Great Britain location of the Household,str:field:FRSAD:V_F_FRSAD:GB
Government office region of the Household in the United Kingdom,str:field:FRSAD:V_F_FRSAD:REGION
London location of the Household,str:field:FRSAD:V_F_FRSAD:LONDON
Age band of the Adult,str:field:FRSAD:V_F_FRSAD:AGEBAND
Gender of the Adult,str:field:FRSAD:V_F_FRSAD:SEX
Type of Adult,str:field:FRSAD:V_F_FRSAD:TYPE
Tenure type of the Household,str:field:FRSAD:V_F_FRSAD:TENURE
Whether the Adult is an Informal Carer,str:field:FRSAD:V_F_FRSAD:CARE_FLAG
Whether informal carer is also a sandwich carer,str:field:FRSAD:V_F_FRSAD:SANDWICH_CARER
Whether the Adult receives care every week,str:field:FRSAD:V_F_FRSAD:REC_CARE
Frequency of care received by the Adult,str:field:FRSAD:V_F_FRSAD:FREQ_CARE
Number of hours spent providing care per week,str:field:FRSAD:V_F_FRSAD:PROV_CARE
Caring for one person only,str:field:FRSAD:V_F_FRSAD:SING_CARE_NEW
Caring for more than one person,str:field:FRSAD:V_F_FRSAD:MORE
"Person or people cared for inside or, and outside of the Household",str:field:FRSAD:V_F_FRSAD:IN_OUT
Person cared for within the Household (carers caring for one person only),str:field:FRSAD:V_F_FRSAD:CARED_FOR_HH
Person cared for outside the Household (carers caring for one person only),str:field:FRSAD:V_F_FRSAD:CARED_FOR_NONHH
Person cared for by the Informal Carer,str:field:FRSAD:V_F_FRSAD:CARED_FOR_TOT
"Informal carers caring for a son or daughter, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_INSIDE_CHILD
"Informal carers caring for a cohabitee, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_INSIDE_COHABITEE
"Informal carers caring for a parent, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_INSIDE_PARENT
"Informal carers caring for a non relative, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:care_inside_non_rel
"Informal carers caring for other relative, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:care_inside_oth_rel
